1st Order Form Execution Date,1st Order Form Execution Date (Start Date),Abbreviated Name,Account Manager,Account Manager EMAIL Address,Account Manager Phone Number,Address Line 1,Address Line 1 (e.g. 123 ABC St.),Address Line 2,Address Line 2 (e.g. Apt 202),Billing Address 1,Billing Address 2,Billing City,Billing Contact,Billing Country,Billing Email,Billing First Name,Billing Last Name,Billing Notes,Billing Phone,Billing State,Billing Title,Billing Zip Code,City,Committment Amount,Company,Company Category,Company Description,Company Name,Company Name/DBA,Company Status,Cost Structure,Country,Customer End Category,Customer End Date,Customer Start Date,Description,Dynamic Template,EIN Number,First Order Form Execution Date (Start Date),First Placement Onboard Date,House Account,Industry,Investor,Investor Category,Investor Code,Investor Credit Amount,Investor Credit Remaining Amount,Investor Round,Investor Status,Investor Type,Late Fee Applies,Late Fee Rate (%),Lead Source,Legal Address 1,Legal Address 2,Legal Name,LinkedIn,Mailing Address 1,Mailing Address 2,NAICS Code,No Credit Investor,Non-Taxable,Payment Terms,Phone Manager,Phone Number,Phone Number (e.g. 123-456-7890 Ext 000),Preferred Payment Method,Public/Private,Referral Code,Referral Fee Amount,Referral Partner Category,Related Investor,Sales Representative,Special Contract Terms,State,Status,Stock Ticker,Sub-Industry,Support Email Address,Support Phone Number,Tax ID,Termination Notification Date,Termination Notification Date (End Date),Website,Zip Code,Entity_Type_ID,Entity_Type_Name,Entity_ID,Owned_by_SAM,Owned_by_Display_Name,Own_Datetime,Created_by_SAM,Created_by_Display_Name,Created_Datetime,Modified_by_Sam,Modified_by_Display_Name,Modified_Datetime,Assigned_to_Sam,Assigned_to_Display_Name,Assign_Datetime,Is_Active,CITY_EXD_OBJECT_ID,COMPANY_CATEGORY_EXD_OBJECT_ID,COUNTRY_EXD_OBJECT_ID,INDUSTRY_EXD_OBJECT_ID,STATE_EXD_OBJECT_ID,BILLING_CONTACT_EXD_OBJECT_ID,DYNAMIC_TEMPLATE_EXD_OBJECT_ID,COMPANY_EXD_OBJECT_ID,INVESTOR_CATEGORY_EXD_OBJECT_ID,INVESTOR_EXD_OBJECT_ID,INVESTOR_TYPE_EXD_OBJECT_ID,LEAD_SOURCE_EXD_OBJECT_ID,RELATED_INVESTOR_EXD_OBJECT_ID,SALES_REPRESENTATIVE_EXD_OBJECT_ID,SUB-INDUSTRY_EXD_OBJECT_ID,REFERRAL_CODE_EXD_OBJECT_ID,CUSTOMER_END_CATEGORY_EXD_OBJECT_ID,Own_Datetime Date,Own_Datetime Year,Own_Datetime Month,Own_Datetime Quarter,Own_Datetime YearMonth,Own_Datetime YearQuarter,Own_Datetime DateRange,Own_Datetime WeekNumber,Own_Datetime Week,Own_Datetime MonthSince,Own_Datetime WeekSince,Own_Datetime DaySince,Own_Datetime MonthsSinceCat,Modified_Datetime Date,Modified_Datetime Year,Modified_Datetime Month,Modified_Datetime Quarter,Modified_Datetime YearMonth,Modified_Datetime YearQuarter,Modified_Datetime DateRange,Modified_Datetime WeekNumber,Modified_Datetime Week,Modified_Datetime MonthSince,Modified_Datetime WeekSince,Modified_Datetime DaySince,Modified_Datetime MonthsSinceCat,Assign_Datetime Date,Assign_Datetime Year,Assign_Datetime Month,Assign_Datetime Quarter,Assign_Datetime YearMonth,Assign_Datetime YearQuarter,Assign_Datetime DateRange,Assign_Datetime WeekNumber,Assign_Datetime Week,Assign_Datetime MonthSince,Assign_Datetime WeekSince,Assign_Datetime DaySince,Assign_Datetime MonthsSinceCat,1ST_ORDER_FORM_EXECUTION_DATE Date,1ST_ORDER_FORM_EXECUTION_DATE Year,1ST_ORDER_FORM_EXECUTION_DATE Month,1ST_ORDER_FORM_EXECUTION_DATE Quarter,1ST_ORDER_FORM_EXECUTION_DATE YearMonth,1ST_ORDER_FORM_EXECUTION_DATE YearQuarter,1ST_ORDER_FORM_EXECUTION_DATE DateRange,1ST_ORDER_FORM_EXECUTION_DATE WeekNumber,1ST_ORDER_FORM_EXECUTION_DATE Week,1ST_ORDER_FORM_EXECUTION_DATE MonthSince,1ST_ORDER_FORM_EXECUTION_DATE WeekSince,1ST_ORDER_FORM_EXECUTION_DATE DaySince,1ST_ORDER_FORM_EXECUTION_DATE MonthsSinceCat,CUSTOMER_END_DATE Date,CUSTOMER_END_DATE Year,CUSTOMER_END_DATE Month,CUSTOMER_END_DATE Quarter,CUSTOMER_END_DATE YearMonth,CUSTOMER_END_DATE YearQuarter,CUSTOMER_END_DATE DateRange,CUSTOMER_END_DATE WeekNumber,CUSTOMER_END_DATE Week,CUSTOMER_END_DATE MonthSince,CUSTOMER_END_DATE WeekSince,CUSTOMER_END_DATE DaySince,CUSTOMER_END_DATE MonthsSinceCat,CUSTOMER_START_DATE Date,CUSTOMER_START_DATE Year,CUSTOMER_START_DATE Month,CUSTOMER_START_DATE Quarter,CUSTOMER_START_DATE YearMonth,CUSTOMER_START_DATE YearQuarter,CUSTOMER_START_DATE DateRange,CUSTOMER_START_DATE WeekNumber,CUSTOMER_START_DATE Week,CUSTOMER_START_DATE MonthSince,CUSTOMER_START_DATE WeekSince,CUSTOMER_START_DATE DaySince,CUSTOMER_START_DATE MonthsSinceCat,FIRST_PLACEMENT_ONBOARD_DATE Date,FIRST_PLACEMENT_ONBOARD_DATE Year,FIRST_PLACEMENT_ONBOARD_DATE Month,FIRST_PLACEMENT_ONBOARD_DATE Quarter,FIRST_PLACEMENT_ONBOARD_DATE YearMonth,FIRST_PLACEMENT_ONBOARD_DATE YearQuarter,FIRST_PLACEMENT_ONBOARD_DATE DateRange,FIRST_PLACEMENT_ONBOARD_DATE WeekNumber,FIRST_PLACEMENT_ONBOARD_DATE Week,FIRST_PLACEMENT_ONBOARD_DATE MonthSince,FIRST_PLACEMENT_ONBOARD_DATE WeekSince,FIRST_PLACEMENT_ONBOARD_DATE DaySince,FIRST_PLACEMENT_ONBOARD_DATE MonthsSinceCat,TERMINATION_NOTIFICATION_DATE Date,TERMINATION_NOTIFICATION_DATE Year,TERMINATION_NOTIFICATION_DATE Month,TERMINATION_NOTIFICATION_DATE Quarter,TERMINATION_NOTIFICATION_DATE YearMonth,TERMINATION_NOTIFICATION_DATE YearQuarter,TERMINATION_NOTIFICATION_DATE DateRange,TERMINATION_NOTIFICATION_DATE WeekNumber,TERMINATION_NOTIFICATION_DATE Week,TERMINATION_NOTIFICATION_DATE MonthSince,TERMINATION_NOTIFICATION_DATE WeekSince,TERMINATION_NOTIFICATION_DATE DaySince,TERMINATION_NOTIFICATION_DATE MonthsSinceCat,ENTITY_URL
,,Elena Brooks,Sofia Ivanov,,,TAG-5370,SKU-2528,,REF-6115,,,,,,riley.ashby@acme-fake.test,,,,,TAG-6523,,"134,225",REF-2351,"176,351",,Active Customer,Reviewed performance and gathered feedback.,Cobalt Partners Co,Vertex Financial Co,Active,Beta,Mexico,,,,Aligned on billing and renewal terms.,Enterprise,,,,N,Retail,,Gamma,,,,,,,,,Website,SKU-6199,,Alex Larsson,SKU-8551,LOT-9951,,,,,Delta,,TAG-8522,SKU-7648,,,,,,,Riley Sato,,Illinois,N,,SKU-3166,,,,,,TAG-1340,2952,100001,Company,100648,priya.mercer@acme-fake.test,Drew Reyes,2026-01-20 21:32:00,taylor.ivanov@demomail.test,Quinn Garcia,2024-03-11 09:54:00,chen.patel@sampleco.test,Aisha Mensah,2024-04-29 22:09:00,reese.dorsey@examplecorp.test,,2023-05-19 17:22:00,N,,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,,100001,100001,100001,100001,2023-09-29 15:43:00,8725,6680,Beta,Alpha,Other,LOT-6333,9008,6673,471,3936,7171,Standard,2025-12-03 13:52:00,2434,8220,Standard,Beta,Gamma,Delta,978,6668,9310,9586,230,Beta,2025-12-24 04:02:00,,,,LOT-5137,,,8945,1128,712,,,,2022-10-24,979,,,,,,,1452,,,,Standard,2023-01-20,,,,,,,,,,,,,2025-10-22,,,,,,,,7278,,,,,2025-01-15,,,,,,,,,1037,,,,2024-11-21,,,,,,,,,,,,,Shared the updated proposal for review.
SKU-9763,,Noah Silva,Casey Reyes,,,,LOT-2802,,,,,,,Delta,riley.vance@sampleco.test,Rowan Reyes,,,,TAG-1274,,,REF-6147,,,Active Customer,Scheduled a check-in for the coming month.,Delta Solutions Group,Keystone Robotics Corp,Active,Standard,Australia,,,,Aligned on billing and renewal terms.,SMB,,,,Y,Manufacturing,,,,,,,,,,,Cold Outreach,LOT-8121,TAG-8618,Noah Haddad,,SKU-5109,,8879,,,Standard,,REF-1782,,,Gamma,,,,,Morgan Silva,,Florida,Y,,SKU-8317,,,,,,SKU-7746,4743,100001,Company,100650,jordan.nguyen@sampleco.test,Chen Larsson,2024-09-08 01:33:00,casey.okafor@demomail.test,Sofia Sato,2023-10-02 01:40:00,yara.cohen@acme-fake.test,Jordan Sloan,2025-10-13 21:28:00,diego.ashby@examplecorp.test,,2023-04-19 13:30:00,N,100001,100001,100001,100001,100001,,100001,100001,100001,,,100001,100001,100001,100001,,100001,2024-01-30 07:21:00,4238,9742,Alpha,Alpha,Gamma,TAG-4791,1931,3885,5906,6549,1155,Gamma,2024-07-25 15:19:00,3963,6942,Delta,Delta,Beta,Gamma,1983,4188,2844,6142,3291,Beta,2025-10-02 09:02:00,,6022,,,,,5812,3082,1857,8792,4360,,2022-10-30,,,,,,,,,,,5226,,2023-02-01,,,,,,,,,,,,,2025-10-21,,,,,,,,,,,,,2025-01-11,6796,5233,,,,TAG-9575,,9891,,202,,,2024-05-01,61,,,,,,,,,,,,Resolved the outstanding question about scope.
,REF-1391,Liam Vance,Omar Sato,,,SKU-1998,REF-3998,LOT-1235,,TAG-4720,LOT-9177,,SKU-4705,,rowan.sloan@demomail.test,,Fatima Sloan,,,,,,SKU-9850,,,Past Customer,Scheduled a check-in for the coming month.,Pioneer Logistics Ltd,Summit Solutions Corp,Active,Standard,Philippines,,,,Resolved the outstanding question about scope.,SMB,,,,N,Real Estate,,,,,,,,,,,LinkedIn,TAG-3601,TAG-6925,Diego Whitfield,REF-6491,TAG-7336,LOT-6343,8415,,,Standard,,SKU-7993,REF-8938,,Alpha,,,,,Omar Sloan,,Georgia,Y,,LOT-6335,,,,,LOT-8827,TAG-4725,,100001,Company,100651,drew.vance@acme-fake.test,Mei Whitfield,2025-05-08 10:09:00,drew.rossi@demomail.test,Nina Ivanov,2025-11-17 13:44:00,marco.ivanov@demomail.test,Taylor Mensah,2023-11-13 00:34:00,elena.reyes@demomail.test,Priya Garcia,2025-12-26 02:35:00,N,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,2024-03-19 03:53:00,6250,7193,Delta,Gamma,Beta,SKU-3135,1169,2677,2843,1426,1319,Beta,2022-12-03 06:50:00,2704,7922,Beta,Beta,Gamma,Delta,7682,5472,7574,7402,6471,Gamma,2023-09-13 09:49:00,8749,,,,,,,,,,,Other,2025-07-30,,,,,,,1456,,5776,,,,2022-12-22,,,,REF-9817,,,,640,,,,,2025-10-29,,,,,,,,417,,,,,2023-07-15,2080,,,,,,,,,,,,2026-03-02,,,,,,,,,,,,,Scheduled a check-in for the coming month.
,,Morgan Cohen,Chen Ford,,,LOT-5451,,,,,,,,,fatima.costa@sampleco.test,,Diego Brooks,,,,,,TAG-1082,,,Active Customer,Scheduled a check-in for the coming month.,Cardinal Robotics Corp,Horizon Financial Corp,Active,,Philippines,,,,Reviewed performance and gathered feedback.,New Logo,,,,Y,Education,SKU-8976,,,,,,,,,,Cold Outreach,SKU-8381,,Quinn Ford,SKU-1552,SKU-2661,SKU-2497,,,,Delta,,SKU-8914,REF-5503,,Standard,,,,,Jordan Okafor,Aligned on billing and renewal terms.,Illinois,N,,TAG-8353,,,,,,REF-5102,3162,100001,Company,100652,fatima.brooks@examplecorp.test,Aisha Silva,2024-01-01 11:03:00,elena.mensah@sampleco.test,Elena Kim,2024-12-25 08:13:00,marco.larsson@examplecorp.test,Yara Mensah,2023-11-04 03:15:00,fatima.ford@examplecorp.test,,2024-06-05 16:48:00,Y,100001,100001,100001,100001,100001,,100001,100001,,100001,100001,,100001,100001,100001,,100001,2025-08-13 06:15:00,5043,3553,Other,Alpha,Delta,SKU-5391,4303,9361,3832,9834,282,Standard,2024-03-26 02:47:00,6849,1716,Standard,Alpha,Standard,Delta,1608,7355,4056,1825,8680,Other,2023-11-20 07:31:00,,,,TAG-8465,,,,6353,29,,,,2025-12-01,,5361,,,,,,,,,,,2024-09-07,,,,,,,,,,,,,2023-12-31,9629,,,,,,,,,2552,,,2022-12-20,,,Delta,,,,,,,,,,2025-01-03,,,,,,REF-3061,,,,,,,Reviewed performance and gathered feedback.
,TAG-9933,Elena Kim,Casey Garcia,,,LOT-9727,,SKU-5911,SKU-8198,LOT-5526,,,,,avery.mensah@sampleco.test,,,,,,,,SKU-9592,,,Referral Partner,Followed up on the open items from last week.,Pioneer Partners LLP,Blue Ridge Capital LLC,Active,Alpha,United States,,REF-6189,,Discussed timeline and next steps with the account.,SMB,,,,N,Technology,TAG-4443,,,"61,902",,,,,,,Event,SKU-7087,,Sofia Kim,TAG-8534,TAG-1164,REF-1986,,,,Delta,,REF-2680,,,Delta,,,,,Yara Haddad,,Georgia,Y,,SKU-5894,,,,,REF-2326,SKU-7419,,100001,Company,100654,reese.mensah@acme-fake.test,Yara Whitfield,2025-01-18 21:44:00,arjun.okafor@demomail.test,Reese Sato,2025-07-07 23:45:00,alex.vance@demomail.test,Elena Blake,2024-09-11 04:42:00,mei.ivanov@sampleco.test,,2026-02-04 13:47:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,2024-05-15 21:33:00,9644,1998,Other,Alpha,Beta,TAG-8251,1216,6607,9948,6931,6774,Alpha,2026-01-03 05:20:00,1282,8006,Beta,Delta,Standard,Delta,5369,4348,2713,311,9896,Other,2026-04-11 21:55:00,,,Gamma,,,,,,,,5406,Beta,2024-04-03,233,,Beta,,,LOT-1514,,,,,,Beta,2025-11-30,,,,,,,,,,,,,2024-02-20,,,,,,LOT-3526,,,,,,Alpha,2025-12-29,,,Other,,,LOT-2202,,,,,,,2025-06-28,,,Standard,,,,,,,,,,Noted a concern to revisit at the next sync.
,,Diego Ivanov,Arjun Ashby,,,TAG-8446,SKU-1569,,,,,,,,marco.garcia@examplecorp.test,,,,,REF-3654,,,SKU-2525,,,Referral Partner,Noted a concern to revisit at the next sync.,Cardinal Industries Ltd,Pioneer Logistics LLP,Inactive,Standard,Australia,,,,Followed up on the open items from last week.,Standard,,,,Y,Construction,,,,,,,,,,,LinkedIn,SKU-6190,,Rahul Garcia,,LOT-6266,,,,,Standard,,TAG-5210,LOT-6057,,Gamma,,,,,Taylor Silva,,Georgia,N,,REF-4925,,,,,,LOT-4149,3956,100001,Company,100656,quinn.patel@sampleco.test,Jordan Rossi,2026-07-10 05:06:00,nina.kim@examplecorp.test,Sofia Rossi,2026-01-13 17:51:00,riley.ford@sampleco.test,Noah Costa,2023-07-12 16:58:00,yara.dorsey@sampleco.test,,2025-08-15 23:06:00,Y,100001,100001,100001,100001,,,100001,100001,,100001,,100001,100001,100001,100001,100001,100001,2026-01-06 22:09:00,1081,9081,Gamma,Alpha,Alpha,LOT-4483,9024,1009,4966,1440,5825,Delta,2024-01-04 11:58:00,3574,2266,Alpha,Alpha,Gamma,Beta,2130,4334,3850,4061,9820,Standard,2026-05-24 09:02:00,,,,SKU-6828,,,,,,,,,2026-02-23,,,,,,REF-7034,,8215,,,,,2022-10-20,,,,,,LOT-6868,9958,,,,,,2026-06-08,,,,,,,,2837,,,,,2026-02-11,,,Alpha,,,REF-3570,,,,,,,2023-01-21,,,,,LOT-8104,,,,,,,,Discussed timeline and next steps with the account.
,,Liam Reyes,Casey Calder,,,REF-3681,,SKU-2193,TAG-1932,,,,,Beta,arjun.vance@acme-fake.test,,Jamie Costa,,REF-4951,TAG-7591,,,,,,Active Customer,Shared the updated proposal for review.,Keystone Robotics LLP,Cobalt Capital,Active,Alpha,India,,,,Discussed timeline and next steps with the account.,New Logo,,,,N,Manufacturing,,,,,,,,,,,Inbound Call,,,Jordan Kim,SKU-3443,LOT-3929,TAG-2495,,,,,,TAG-5846,TAG-1625,,,,,,,Jamie Ivanov,,Arizona,N,,SKU-5189,,,,,TAG-8401,TAG-6456,2006,100001,Company,100658,elena.mercer@sampleco.test,Arjun Calder,2024-03-16 20:25:00,jordan.okafor@demomail.test,Taylor Ivanov,2024-01-15 16:46:00,drew.sato@demomail.test,Morgan Calder,2022-10-16 15:03:00,yara.haddad@acme-fake.test,,2025-05-02 18:48:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,100001,2026-07-30 02:02:00,1244,5597,Beta,Beta,Other,LOT-9300,1128,9463,8561,9523,3526,Beta,2026-06-12 16:48:00,6803,8171,Alpha,Other,Standard,Alpha,3462,2132,8141,9982,9398,Beta,2025-05-29 17:47:00,,,,,,,,1357,,,,Gamma,2023-11-05,7388,,Beta,,,,,,,8871,,,2026-03-18,,,,REF-6260,,LOT-9553,,,,,,,2025-04-05,,,,,,,,,,,,,2023-05-24,,,,,,,,,,,,,2023-02-08,9523,,,,,,,,,,,,Scheduled a check-in for the coming month.
REF-2031,,Alex Sloan,Elena Rossi,,,LOT-8224,LOT-2350,,,,,,,,riley.blake@sampleco.test,,,,,,,,SKU-1834,,,Active Customer,Resolved the outstanding question about scope.,Copper Labs Group,Pioneer Systems Corp,Active,Beta,India,,,,Shared the updated proposal for review.,Standard,,,,N,Financial Services,,,,,,,,,,,LinkedIn,SKU-2512,,Quinn Reyes,TAG-8749,REF-7338,SKU-4200,3612,,,Beta,,REF-7638,REF-6536,,Delta,,,,,Rahul Cohen,,Illinois,N,,TAG-4554,,,,,,LOT-6822,4558,100001,Company,100659,elena.rossi@acme-fake.test,Noah Sato,2023-03-10 13:10:00,marco.mercer@demomail.test,Elena Patel,2025-11-20 21:24:00,sofia.kim@acme-fake.test,Jamie Sloan,2025-06-29 09:45:00,nina.calder@examplecorp.test,,2023-08-22 05:22:00,Y,100001,100001,100001,100001,100001,,100001,100001,,100001,100001,100001,100001,100001,100001,,100001,2024-10-25 13:40:00,7100,9453,Gamma,Alpha,Delta,SKU-1970,9571,8201,5411,7315,1578,Standard,2024-09-01 02:22:00,7195,4168,Alpha,Beta,Beta,Standard,3574,1671,1705,6028,63,Other,2024-04-17 15:59:00,5839,,,,,LOT-4527,,,9348,,,Gamma,2023-11-30,8385,,Other,,,,,,,4081,,Standard,2024-12-13,,,,REF-4467,,,,3813,,,,,2023-10-16,3529,,,,,,,,,7711,,,2023-04-06,,,,,,,,,,2859,,,2025-11-07,,,,,,,,,,,8775,,Aligned on billing and renewal terms.
LOT-2736,,Quinn Larsson,Rowan Patel,,,LOT-5788,LOT-5536,SKU-1100,REF-9585,,,,,,rahul.rossi@sampleco.test,,,,LOT-4814,,,,SKU-5147,,,Active Customer,Noted a concern to revisit at the next sync.,Harbor Dynamics Ltd,Delta Manufacturing LLP,Active,Other,United Kingdom,,,,Aligned on billing and renewal terms.,SMB,,TAG-5404,,N,Agriculture,,,,,,,,Standard,,,Website,LOT-7678,LOT-3401,Reese Vance,SKU-3159,SKU-5144,,2271,,,Alpha,,TAG-6324,REF-2803,,Alpha,,,,,Avery Sloan,,Arizona,Y,,TAG-5568,,,,TAG-4034,,LOT-2573,2658,100001,Company,100660,marco.kim@examplecorp.test,Marco Ivanov,2025-04-21 19:53:00,morgan.sato@demomail.test,Fatima Brooks,2023-01-08 11:43:00,quinn.kim@demomail.test,Fatima Nguyen,2024-10-27 07:26:00,aisha.ford@sampleco.test,Diego Sato,2025-12-10 12:25:00,N,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,100001,,100001,100001,,100001,2026-04-15 20:20:00,3258,6353,Delta,Gamma,Delta,SKU-1556,4970,701,6813,7378,427,Standard,2025-01-22 04:19:00,6390,1640,Alpha,Standard,Gamma,Gamma,3439,9741,516,8318,3346,Gamma,2023-05-24 04:12:00,,,,,,,8765,,,,,,2023-10-04,,,,LOT-4138,,,,,,,,,2026-05-28,,,,,,,,,,,,Alpha,2023-08-17,,,,,Gamma,,,1850,3564,,,,2025-06-21,,,,,,,,,,,,Other,2025-11-16,,,,,,,,,,3769,,,Discussed timeline and next steps with the account.
,,Avery Blake,Liam Whitfield,,,REF-5735,LOT-4490,,REF-1072,,,,LOT-7196,,arjun.brooks@sampleco.test,Skyler Reyes,,,,,Nina Haddad,,SKU-7641,"191,282",,Active Customer,Reviewed performance and gathered feedback.,Evergreen Industries Group,,Active,Other,India,,,,Shared the updated proposal for review.,SMB,,,,Y,Technology,,,,,,,,,,,Webinar,,,Rahul Sloan,REF-6439,SKU-5946,SKU-3942,4768,,,Standard,,TAG-3655,SKU-7407,,Alpha,,,,,Jordan Sato,,Texas,Y,,TAG-2954,,,,,,LOT-4933,8096,100001,Company,100661,reese.mercer@sampleco.test,Arjun Costa,2024-03-24 04:24:00,elena.mercer@demomail.test,Rahul Dorsey,2023-12-09 07:20:00,sofia.nguyen@demomail.test,Chen Ashby,2025-10-06 15:38:00,emerson.sloan@examplecorp.test,,2023-11-17 08:07:00,N,100001,100001,100001,,100001,100001,100001,100001,100001,,,,100001,100001,100001,,100001,2025-05-30 22:43:00,1402,4643,Beta,Delta,Standard,REF-3823,9077,436,9577,9929,4432,Alpha,2023-06-04 10:17:00,9166,2389,Other,Standard,Beta,Alpha,8161,2855,9330,6345,5492,Standard,2023-04-10 14:31:00,,,Gamma,LOT-4066,,,1809,2102,,,,,2025-11-12,,,,TAG-2065,,,,,,,,,2023-12-31,,,,,,,,,,,,,2026-02-24,,,Beta,LOT-2867,,,,,,,7969,,2022-10-30,,,,TAG-3781,,,,,,,,Gamma,2024-04-15,,,,,,,,,,,,,Reviewed performance and gathered feedback.
,,Quinn Rossi,Rowan Whitfield,,,REF-6921,LOT-6181,,,,,,,,alex.rossi@examplecorp.test,Jamie Okafor,,,,,,"22,152",TAG-4881,,,Active Customer,Shared the updated proposal for review.,Pioneer Analytics Inc,Horizon Systems LLP,Active,Alpha,Philippines,,,SKU-7591,Followed up on the open items from last week.,SMB,,,,N,Logistics,,,,,,,,Other,,,Partner,TAG-1728,REF-2048,Riley Cohen,SKU-3194,SKU-8903,REF-2934,5977,,,Gamma,,TAG-9071,TAG-2109,,Other,,,,,Liam Haddad,,Illinois,N,,SKU-2249,,,,,,REF-8113,,100001,Company,100664,taylor.costa@sampleco.test,Priya Ashby,2024-02-16 20:06:00,fatima.ashby@acme-fake.test,Chen Costa,2025-07-25 02:55:00,omar.brooks@examplecorp.test,Morgan Kim,2023-05-11 03:22:00,reese.cohen@demomail.test,,2023-03-27 04:51:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,,100001,,,100001,100001,100001,100001,100001,2024-08-11 03:02:00,4257,1589,Delta,Alpha,Alpha,SKU-5346,9650,3626,4289,4481,6001,Other,2023-06-13 23:46:00,1491,6355,Gamma,Alpha,Gamma,Delta,7571,7894,6780,3743,100,Other,2024-01-22 13:08:00,,,,,,,776,6577,,,1478,,2025-08-16,,,,,,,,9582,7431,,,,2025-04-28,,,,,,,,,,,4989,,2026-05-19,,,,,,,,,,6097,,,2024-10-08,,,Beta,REF-3562,,REF-2588,,,,,,,2024-08-14,,,,,,,,,,,,,Resolved the outstanding question about scope.
,LOT-9685,Morgan Okafor,Yara Patel,,,SKU-2831,SKU-6201,REF-1455,SKU-3280,,,,,,jordan.sloan@sampleco.test,Yara Patel,Nina Brooks,,REF-6650,,,,LOT-6064,,,Past Customer,Scheduled a check-in for the coming month.,Falcon Systems Co,Silverline Dynamics LLC,Active,,United States,,,,Followed up on the open items from last week.,New Logo,,,,Y,Healthcare,,,,,,,,,,,Webinar,REF-9625,,Yara Ivanov,REF-5796,,LOT-3975,,,,Other,,REF-7543,REF-5319,,,,,,,Taylor Kim,,New York,N,,SKU-1013,,,,,,,,100001,Company,100665,diego.sloan@examplecorp.test,Noah Mercer,2023-02-23 23:01:00,drew.rossi@acme-fake.test,Jordan Rossi,2024-06-15 21:55:00,mei.ashby@sampleco.test,Sofia Patel,2024-04-10 07:27:00,fatima.ashby@acme-fake.test,,2025-09-04 10:25:00,Y,100001,100001,100001,100001,100001,,100001,100001,100001,100001,,100001,100001,100001,100001,,100001,2024-02-15 08:21:00,3403,1155,Standard,Other,Delta,REF-8250,2637,5082,6589,6494,1213,Standard,2023-02-11 18:57:00,7866,9003,Standard,Alpha,Gamma,Beta,7868,7969,2593,3546,5328,Beta,2023-08-20 17:13:00,,,,SKU-1191,,,,3638,,,,,2024-08-02,1961,,,REF-2951,,,,100,,6162,,Delta,2026-05-12,,,,,,,,,,,,Gamma,2024-09-16,,,,,,,,,,,7997,,2025-12-24,,,,LOT-2221,,,,,,,,,2022-11-21,,,Alpha,,,SKU-3492,,9731,,,,Gamma,Followed up on the open items from last week.
SKU-6414,,Rahul Sato,Morgan Vance,,,REF-6319,,REF-1811,,,,,LOT-2014,,taylor.kim@acme-fake.test,,,,,,,,TAG-2812,,,Active Customer,Shared the updated proposal for review.,Ironwood Foods Inc,Pioneer Partners Co,Inactive,Other,United Kingdom,Gamma,,,Resolved the outstanding question about scope.,SMB,,,,Y,Manufacturing,,,,,,Standard,,,,,Referral,SKU-8538,,Sofia Garcia,TAG-8316,REF-9919,LOT-9726,4976,,,,,LOT-3910,SKU-2672,,Other,,,Delta,,Omar Ashby,,Ohio,N,,SKU-9485,,,,LOT-3759,,LOT-7136,9173,100001,Company,100667,fatima.costa@demomail.test,Rowan Brooks,2023-01-24 13:24:00,yara.nguyen@demomail.test,Avery Reyes,2022-11-23 18:48:00,marco.ashby@acme-fake.test,Riley Vance,2025-01-16 06:00:00,jordan.ivanov@demomail.test,Drew Blake,2024-05-25 08:29:00,Y,100001,100001,100001,100001,,100001,100001,100001,,100001,,,100001,100001,100001,,100001,2022-12-24 03:53:00,4650,9733,Alpha,Delta,Beta,SKU-3623,3149,9577,7113,8745,365,Beta,2023-09-27 10:03:00,1985,7088,Other,Beta,Beta,Beta,887,5662,6774,986,4507,Other,2025-04-10 05:52:00,,,,,,,,,,,,,2025-05-16,,,,REF-6179,,,,,,,,,2023-03-02,,,,,,,,4192,,,,,2024-03-08,6511,,Delta,,,,,,,,,,2025-09-19,9309,,,,,,,,,,7375,,2026-04-27,,,,,,,2815,,4576,,,Gamma,Noted a concern to revisit at the next sync.
